Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Properties/AssemblyInfo.cs(6,12): warning CS0436: The type 'TokenAttribute' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs' conflicts with the imported type 'TokenAttribute' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/TokenAttribute.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/GamePlayController.cs(167,4): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/GamePlayController.cs(167,4): warning CS0162: Unreachable code detected
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Common.cs(132,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Common.cs(134,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(144,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(146,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(148,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(151,4): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(153,4): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(156,5): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(157,5): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(161,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(163,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(170,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(172,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(174,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(177,4): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(181,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(182,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(183,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(185,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/CSVSerializer.cs(191,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Common.cs(148,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Common.cs(150,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Common.cs(165,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Common.cs(167,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(20,8): error CS0117: 'ItemBase' does not contain a definition for '_002Ector'
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/GamePlayController.cs(230,4): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/GamePlayController.cs(232,32): error CS0030: Cannot convert type 'Box' to 'float'
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/GamePlayController.cs(233,24): error CS0030: Cannot convert type 'int' to 'Box'
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/GamePlayController.cs(241,5): error CS0030: Cannot convert type 'int' to 'GameManager'
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(69,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(43,8): error CS0117: 'ItemBase' does not contain a definition for '_002Ector'
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(50,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(57,36): error CS0030: Cannot convert type 'Item' to 'nint'
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(60,47): error CS0122: 'Unsafe' is inaccessible due to its protection level
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(67,11): error CS0030: Cannot convert type 'System.Type' to 'int'
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(72,5): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(74,22): error CS0030: Cannot convert type 'object' to 'int*'
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(76,11): error CS0030: Cannot convert type 'System.Type' to 'int'
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(105,4): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(106,4): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(109,4): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(113,5): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(117,4): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(120,4): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(121,4): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(126,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(127,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Item.cs(101,16): error CS0165: Use of unassigned local variable 'num'
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(100,5): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(102,16): error CS0030: Cannot convert type 'int*' to 'CodeStage.AntiCheat.ObscuredTypes.ObscuredInt'
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(121,15): error CS0030: Cannot convert type 'T' to 'int'
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(138,34): error CS1061: 'List<T>' does not contain a definition for '_items' and no accessible extension method '_items' accepting a first argument of type 'List<T>' could be found (are you missing a using directive or an assembly reference?)
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(139,36): error CS1061: 'List<T>' does not contain a definition for '_version' and no accessible extension method '_version' accepting a first argument of type 'List<T>' could be found (are you missing a using directive or an assembly reference?)
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(140,22): error CS1061: 'List<T>' does not contain a definition for '_version' and no accessible extension method '_version' accepting a first argument of type 'List<T>' could be found (are you missing a using directive or an assembly reference?)
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(145,23): error CS1061: 'List<T>' does not contain a definition for '_size' and no accessible extension method '_size' accepting a first argument of type 'List<T>' could be found (are you missing a using directive or an assembly reference?)
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(155,15): error CS0030: Cannot convert type 'T' to 'nint'
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(156,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/UserResourceCollectionItem.cs(159,3): warning CS0436: The type 'Cpp2ILHelpers' in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs' conflicts with the imported type 'Cpp2ILHelpers' in 'ACTk.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null'. Using the type defined in '/home/user/AssetRipper/Test/Output-040b/Impostor/Assets/Scripts/Assembly-CSharp/Cpp2ILInjected/Cpp2ILHelpers.cs'.
